shaft;["soare", "thilk", "shaft"]
video;["soare", "lento", "video"]
irony;["soare", "cutin", "regna", "irony"]
locus;["soare", "jumby", "auloi", "locus"]
atoll;["soare", "cloot", "atoll"]
stone;["soare", "knelt", "stone"]
mauve;["soare", "gault", "mauve"]
jelly;["soare", "denet", "bight", "jelly"]
teach;["soare", "depth", "teach"]
manor;["soare", "baron", "manor"]
clock;["soare", "clint", "auloi", "clock"]
crook;["soare", "cutin", "kutch", "crook"]
skulk;["soare", "thilk", "skulk"]
angst;["soare", "linty", "angst"]
creak;["soare", "talar", "cebid", "yomps", "creak"]
ruder;["soare", "direr", "ruder"]
clean;["soare", "canal", "clean"]
tilde;["soare", "guilt", "auloi", "tilde"]
wider;["soare", "direr", "powin", "wider"]
store;["soare", "chant", "store"]
prove;["soare", "pownd", "bodge", "prove"]
cleft;["soare", "denet", "chere", "cleft"]
showy;["soare", "cloot", "powin", "showy"]
gauze;["soare", "gault", "bodge", "gauze"]
frost;["soare", "scogs", "frost"]
phase;["soare", "teuch", "phase"]
flung;["soare", "clint", "paged", "flung"]
prawn;["soare", "clint", "bodge", "prawn"]
bring;["soare", "glint", "powin", "bring"]
solve;["soare", "solve"]
froth;["soare", "cutin", "abhor", "froth"]
breed;["soare", "direr", "befog", "breed"]
tubal;["soare", "clint", "totty", "tubal"]
china;["soare", "clint", "china"]
cheat;["soare", "canal", "powin", "cheat"]
lower;["soare", "rewth", "plack", "lower"]
booty;["soare", "culty", "booty"]
chief;["soare", "denet", "lupus", "chief"]
onset;["soare", "powin", "onset"]
crest;["soare", "richt", "crest"]
ridge;["soare", "pudic", "ridge"]
sweat;["soare", "dempt", "sweat"]
twist;["soare", "hists", "twist"]
grime;["soare", "pudic", "tribe", "grime"]
yacht;["soare", "clint", "yacht"]
quite;["soare", "guilt", "quite"]
prize;["soare", "pudic", "peaze", "prize"]
vowel;["soare", "meynt", "lived", "vowel"]
depth;["soare", "denet", "powin", "depth"]
gnome;["soare", "bling", "gnome"]
chafe;["soare", "glitz", "heave", "chafe"]
apnea;["soare", "canal", "apnea"]
cache;["soare", "gault", "cumin", "cache"]
gloom;["soare", "clint", "bodge", "gloom"]
snuck;["soare", "thilk", "scarp", "snuck"]
fried;["soare", "direr", "clept", "fried"]
cyber;["soare", "direr", "butyl", "cyber"]
adore;["soare", "adore"]
stiff;["soare", "thilk", "quant", "stiff"]
exult;["soare", "denet", "chere", "exult"]
usher;["soare", "richt", "auloi", "usher"]
flood;["soare", "clint", "bodge", "flood"]
quail;["soare", "clink", "auloi", "quail"]
plaza;["soare", "clink", "powin", "plaza"]
tardy;["soare", "radar", "sithe", "tardy"]
epoch;["soare", "lento", "sithe", "epoch"]
fungi;["soare", "clint", "dukka", "fungi"]
trait;["soare", "clint", "trait"]
charm;["soare", "dhuti", "powin", "charm"]
swami;["soare", "thilk", "swami"]
brunt;["soare", "glint", "auloi", "brunt"]
triad;["soare", "radar", "triad"]
ledge;["soare", "guilt", "ledge"]
girth;["soare", "glint", "girth"]
blimp;["soare", "clint", "blimp"]
grimy;["soare", "glint", "grimy"]
icing;["soare", "clint", "icing"]
break;["soare", "talar", "cebid", "break"]
notch;["soare", "culty", "powin", "notch"]
tweak;["soare", "canal", "bleat", "tweak"]
board;["soare", "bodge", "board"]
curvy;["soare", "glint", "pyric", "curvy"]
spiny;["soare", "thilk", "unrig", "spiny"]
grant;["soare", "clint", "grant"]
rhino;["soare", "cutin", "regna", "rhino"]
groom;["soare", "cutin", "gloop", "groom"]
roach;["soare", "roach"]
piety;["soare", "denet", "powin", "piety"]
deign;["soare", "denet", "deign"]
cagey;["soare", "canal", "bodge", "cagey"]
gully;["soare", "clint", "badly", "bodge", "gully"]
rinse;["soare", "punty", "rinse"]
viral;["soare", "radar", "sains", "viral"]
rigor;["soare", "cutin", "drier", "rigor"]
payer;["soare", "talar", "pigmy", "payer"]
snail;["soare", "thilk", "powin", "snail"]
goose;["soare", "pilum", "powin", "goose"]
deuce;["soare", "guilt", "bodge", "deuce"]
medic;["soare", "denet", "medic"]
conic;["soare", "culty", "maiko", "conic"]
state;["soare", "thilk", "geste", "state"]
grasp;["soare", "chibs", "grasp"]
float;["soare", "cloot", "fable", "float"]
masse;["soare", "thump", "masse"]
fiend;["soare", "denet", "powin", "fiend"]
flown;["soare", "clint", "bodge", "flown"]
sonic;["soare", "pyoid", "sonic"]
inter;["soare", "direr", "frith", "inter"]
bacon;["soare", "cloot", "powin", "bacon"]
donor;["soare", "cyton", "bodge", "donor"]
atone;["soare", "bundt", "atone"]
hitch;["soare", "clint", "hyped", "hitch"]
rabid;["soare", "radar", "powin", "rabid"]
prose;["soare", "prose"]
cable;["soare", "gault", "combe", "cable"]
whoop;["soare", "clint", "bodge", "whoop"]
thank;["soare", "clink", "thank"]
logic;["soare", "culty", "logic"]
primo;["soare", "cutin", "drier", "primo"]
brawl;["soare", "clint", "bodge", "brawl"]
apron;["soare", "baron", "apron"]
young;["soare", "culty", "young"]
vital;["soare", "clint", "bodge", "vital"]
cheap;["soare", "canal", "powin", "cheap"]
blown;["soare", "clint", "bodge", "blown"]
slunk;["soare", "thilk", "slunk"]
raspy;["soare", "yomps", "raspy"]
trace;["soare", "diact", "trace"]
milky;["soare", "clint", "milds", "milky"]
poppy;["soare", "culty", "goody", "bodge", "poppy"]
bison;["soare", "along", "bison"]
forum;["soare", "cyton", "lupus", "forum"]
cacao;["soare", "cloot", "cacao"]
loser;["soare", "powin", "loser"]
using;["soare", "hists", "using"]
taunt;["soare", "clint", "jihad", "gived", "taunt"]
drone;["soare", "pwned", "drone"]
leery;["soare", "feted", "leery"]
graft;["soare", "clint", "bodge", "graft"]
peach;["soare", "depth", "peach"]
elide;["soare", "guilt", "elide"]
align;["soare", "clint", "align"]
class;["soare", "chals", "class"]
women;["soare", "meynt", "women"]
ready;["soare", "octal", "ready"]
sandy;["soare", "dault", "sandy"]
budge;["soare", "guilt", "bound", "budge"]
baste;["soare", "thump", "cahow", "baste"]
mucus;["soare", "hists", "powin", "mucus"]
champ;["soare", "clink", "powin", "champ"]
boast;["soare", "thumb", "boast"]
rigid;["soare", "glint", "rigid"]
flask;["soare", "chals", "bodge", "flask"]
frond;["soare", "cutin", "powin", "frond"]
false;["soare", "thump", "auloi", "false"]
strap;["soare", "pyric", "strap"]
theme;["soare", "guilt", "peaze", "theme"]
baton;["soare", "cloot", "baton"]
puree;["soare", "pudic", "bodge", "puree"]
realm;["soare", "octal", "realm"]
brake;["soare", "diact", "grave", "bodge", "brake"]
toddy;["soare", "culty", "toddy"]
renal;["soare", "talar", "regna", "renal"]
hedge;["soare", "guilt", "powin", "hedge"]
input;["soare", "clint", "powin", "input"]
fiber;["soare", "direr", "fling", "bodge", "fiber"]
coven;["soare", "meynt", "vowel", "coven"]
lofty;["soare", "culty", "lofty"]
gloat;["soare", "cloot", "fable", "gloat"]
girly;["soare", "glint", "girly"]
venue;["soare", "guilt", "bodge", "venue"]
pence;["soare", "guilt", "fitch", "pence"]
swarm;["soare", "kutch", "powin", "swarm"]
tumor;["soare", "cutin", "auloi", "tumor"]
swash;["soare", "thilk", "powin", "swash"]
offer;["soare", "trued", "powin", "offer"]
moldy;["soare", "culty", "dight", "moldy"]
rowdy;["soare", "cyton", "powin", "rowdy"]
boney;["soare", "meynt", "bodge", "boney"]
coupe;["soare", "guile", "coupe"]
seven;["soare", "clipt", "meeds", "seven"]
shoot;["soare", "cloot", "shoot"]
pluck;["soare", "clint", "pluck"]
endow;["soare", "lento", "envoy", "endow"]
tibia;["soare", "clint", "tibia"]
blaze;["soare", "glitz", "blaze"]
booze;["soare", "guile", "booze"]
craze;["soare", "diact", "liven", "craze"]
awful;["soare", "clint", "dampy", "awful"]
abhor;["soare", "baron", "sithe", "abhor"]
envoy;["soare", "lento", "envoy", "envoy"]
dowdy;["soare", "culty", "goody", "sithe", "dowdy"]
truer;["soare", "direr", "bleat", "truer"]
posse;["soare", "pilum", "posse"]
gripe;["soare", "pudic", "bodge", "gripe"]
weary;["soare", "lathy", "weary"]
dryer;["soare", "direr", "dryer"]
wrath;["soare", "clint", "powin", "wrath"]
brink;["soare", "glint", "abyss", "brink"]
diary;["soare", "dhuti", "diary"]
smite;["soare", "pling", "poult", "smite"]
stall;["soare", "thilk", "stall"]
steam;["soare", "dempt", "steam"]
beady;["soare", "depth", "beady"]
alpha;["soare", "clint", "auloi", "alpha"]
rusty;["soare", "ticky", "rusty"]
brief;["soare", "direr", "bodge", "brief"]
retro;["soare", "regna", "retro"]
welch;["soare", "denet", "bight", "welch"]
dryly;["soare", "glint", "cried", "dryly"]
kneel;["soare", "denet", "powin", "kneel"]
blade;["soare", "glitz", "combo", "blade"]
track;["soare", "clint", "track"]
drank;["soare", "clint", "paged", "drank"]
droll;["soare", "cutin", "gloop", "droll"]
thyme;["soare", "guilt", "peaze", "thyme"]
picky;["soare", "clint", "powin", "picky"]
acrid;["soare", "radar", "acrid"]
heady;["soare", "depth", "heady"]
axial;["soare", "clint", "bodge", "axial"]
acute;["soare", "gault", "acute"]
never;["soare", "direr", "butyl", "howfs", "never"]
ferry;["soare", "feted", "ferry"]
abort;["soare", "actin", "abort"]
eclat;["soare", "canal", "eclat"]
mouse;["soare", "pilum", "mouse"]
aside;["soare", "thump", "auloi", "aside"]
caddy;["soare", "clint", "bodge", "caddy"]
theta;["soare", "canal", "bodge", "theta"]
tapir;["soare", "radar", "tapir"]
tight;["soare", "clint", "thumb", "tight"]
geese;["soare", "geste", "geese"]
gawky;["soare", "clint", "midgy", "gawky"]
doubt;["soare", "culty", "bodge", "doubt"]
miser;["soare", "richt", "powin", "miser"]
purer;["soare", "direr", "purer"]
junto;["soare", "clint", "junto"]
troll;["soare", "cutin", "abhor", "troll"]
mirth;["soare", "glint", "bodge", "mirth"]
flail;["soare", "clink", "staid", "flail"]
parer;["soare", "talar", "pygmy", "lupus", "parer"]
quell;["soare", "denet", "lupus", "quell"]
mucky;["soare", "clint", "bodge", "mucky"]
cloud;["soare", "clint", "auloi", "cloud"]
daily;["soare", "clint", "bodge", "daily"]
chute;["soare", "guilt", "bodge", "chute"]
hutch;["soare", "clint", "bodge", "hutch"]
sulky;["soare", "thilk", "sulky"]
trail;["soare", "clint", "trail"]
fiery;["soare", "feted", "fiery"]
unify;["soare", "clint", "unify"]
rebus;["soare", "richt", "rebus"]
papal;["soare", "clint", "dampy", "papal"]
stick;["soare", "thilk", "powin", "stick"]
pinto;["soare", "clint", "pinto"]
boost;["soare", "thumb", "boost"]
truss;["soare", "ticky", "gaols", "truss"]
cabal;["soare", "clint", "auloi", "cabal"]
trice;["soare", "pudic", "sithe", "trice"]
niche;["soare", "guilt", "mened", "niche"]
dumpy;["soare", "clint", "pudgy", "dumpy"]
media;["soare", "canal", "bodge", "media"]
siege;["soare", "pling", "siege"]
wheat;["soare", "canal", "bleat", "wheat"]
mealy;["soare", "depth", "maiko", "mealy"]
alike;["soare", "gault", "liven", "alike"]
berry;["soare", "feted", "bodge", "berry"]
sooth;["soare", "pyoid", "sooth"]
trunk;["soare", "glint", "trunk"]
yeast;["soare", "fluty", "yeast"]
paler;["soare", "talar", "powin", "paler"]
cower;["soare", "rowth", "plack", "cower"]
swore;["soare", "punch", "powin", "swore"]
gaily;["soare", "clint", "bodge", "gaily"]
juice;["soare", "guilt", "juice"]
recap;["soare", "talar", "cebid", "recap"]
leech;["soare", "denet", "cloke", "leech"]
close;["soare", "octal", "close"]
clear;["soare", "talar", "clear"]
saint;["soare", "dault", "saint"]
tiger;["soare", "direr", "fling", "regna", "tiger"]
rebar;["soare", "talar", "bodge", "rebar"]
nylon;["soare", "clint", "powin", "nylon"]
scuba;["soare", "dault", "scuba"]
skunk;["soare", "thilk", "scarp", "skunk"]
splat;["soare", "dault", "splat"]
erect;["soare", "direr", "peece", "erect"]
egret;["soare", "direr", "bodge", "egret"]
liege;["soare", "guilt", "auloi", "liege"]
glory;["soare", "nifty", "glory"]
brute;["soare", "pudic", "bodge", "brute"]
scalp;["soare", "thilk", "yomps", "scalp"]
grate;["soare", "diact", "grate"]
tenth;["soare", "denet", "tenth"]
banal;["soare", "clint", "baals", "banal"]
flyer;["soare", "direr", "butyl", "flyer"]
pecan;["soare", "canal", "pecan"]
horny;["soare", "cyton", "horny"]
mason;["soare", "auloi", "mason"]
slump;["soare", "thilk", "powin", "slump"]
lilac;["soare", "clint", "lilac"]
leggy;["soare", "denet", "bight", "leggy"]
plump;["soare", "clint", "thumb", "plump"]
sever;["soare", "newie", "sever"]
merry;["soare", "feted", "bodge", "merry"]
snipe;["soare", "pling", "snipe"]
admit;["soare", "clint", "auloi", "admit"]
crank;["soare", "clint", "crank"]
gorge;["soare", "fudge", "gorge"]
brisk;["soare", "ticky", "bodge", "brisk"]
droit;["soare", "cutin", "bodge", "droit"]
soggy;["soare", "pyoid", "soggy"]
usurp;["soare", "usurp"]
query;["soare", "feted", "auloi", "query"]
sinew;["soare", "clipt", "powin", "sinew"]
skier;["soare", "newie", "skier"]
bitty;["soare", "clint", "width", "kutch", "bitty"]
grill;["soare", "glint", "grill"]
doing;["soare", "culty", "bodge", "doing"]
grail;["soare", "clint", "bodge", "grail"]
ozone;["soare", "pling", "ozone"]
scald;["soare", "thilk", "yomps", "scald"]
scorn;["soare", "nicht", "scorn"]
clone;["soare", "clink", "clone"]
drink;["soare", "glint", "abyss", "drink"]
guise;["soare", "geste", "guise"]
field;["soare", "denet", "howfs", "field"]
after;["soare", "talar", "after"]
leave;["soare", "glitz", "powin", "leave"]
owner;["soare", "trued", "powin", "owner"]
favor;["soare", "baron", "vampy", "favor"]
ralph;["soare", "radar", "kiley", "ralph"]
cider;["soare", "direr", "powin", "cider"]
penny;["soare", "denet", "powin", "penny"]
koala;["soare", "kiley", "koala"]
tango;["soare", "cloot", "powin", "tango"]
twine;["soare", "guilt", "chere", "twine"]
abbey;["soare", "canal", "bodge", "abbey"]
amply;["soare", "clint", "dampy", "amply"]
molar;["soare", "mylar", "molar"]
ovary;["soare", "ovary"]
beset;["soare", "uneth", "auloi", "beset"]
ember;["soare", "direr", "butyl", "ember"]
sting;["soare", "thilk", "quant", "sting"]
reach;["soare", "octal", "reach"]
fluff;["soare", "clint", "thumb", "fluff"]
duvet;["soare", "denet", "duvet"]
hydro;["soare", "nifty", "hydro"]
segue;["soare", "pling", "segue"]
queue;["soare", "guilt", "powin", "queue"]
tangy;["soare", "clint", "auloi", "tangy"]
flack;["soare", "clink", "bodge", "flack"]
jumpy;["soare", "clint", "pudgy", "jumpy"]
bough;["soare", "culty", "bumph", "bough"]
nobly;["soare", "culty", "blown", "nobly"]
creme;["soare", "pudic", "creme"]
marsh;["soare", "yomps", "marsh"]
agape;["soare", "glitz", "powin", "agape"]
super;["soare", "newie", "powin", "super"]
biddy;["soare", "clint", "fudgy", "biddy"]
sloth;["soare", "cloot", "sloth"]
rally;["soare", "radar", "kiley", "rally"]
umbra;["soare", "march", "umbra"]
scary;["soare", "kutch", "yomps", "scary"]
smith;["soare", "thilk", "smith"]
modem;["soare", "meynt", "auloi", "modem"]
gross;["soare", "scogs", "gross"]
panic;["soare", "clint", "powin", "panic"]
solar;["soare", "powin", "solar"]
mower;["soare", "rowth", "plack", "mower"]
shire;["soare", "powin", "shire"]
empty;["soare", "denet", "powin", "empty"]
wench;["soare", "denet", "powin", "wench"]
beefy;["soare", "denet", "cloke", "beefy"]
voice;["soare", "guile", "voice"]
cliff;["soare", "clint", "maiko", "cliff"]
stead;["soare", "dempt", "stead"]
payee;["soare", "gault", "cumin", "payee"]
speed;["soare", "clipt", "wound", "speed"]
dandy;["soare", "clint", "myrrh", "dandy"]
serif;["soare", "newie", "serif"]
proxy;["soare", "cutin", "gloop", "proxy"]
lyric;["soare", "glint", "auloi", "lyric"]
gipsy;["soare", "hists", "gipsy"]
stalk;["soare", "thilk", "stalk"]
drape;["soare", "diact", "powin", "drape"]
hussy;["soare", "hists", "hussy"]
vigor;["soare", "cutin", "drier", "vigor"]
avian;["soare", "clint", "avian"]
towel;["soare", "meynt", "powin", "towel"]
point;["soare", "culty", "paint", "point"]
magic;["soare", "clint", "magic"]
recur;["soare", "direr", "recur"]
robot;["soare", "cyton", "robot"]
berth;["soare", "direr", "yomps", "berth"]
truce;["soare", "pudic", "truce"]
howdy;["soare", "culty", "goody", "sithe", "howdy"]
sport;["soare", "chant", "sport"]
smock;["soare", "cloot", "maiko", "smock"]
enjoy;["soare", "lento", "envoy", "enjoy"]
prick;["soare", "glint", "copal", "prick"]
greed;["soare", "direr", "befog", "greed"]
fritz;["soare", "glint", "peaze", "fritz"]
satin;["soare", "dault", "satin"]
fifth;["soare", "clint", "width", "fifth"]
dread;["soare", "talar", "cebid", "dread"]
quilt;["soare", "clint", "bodge", "quilt"]
spank;["soare", "thilk", "powin", "spank"]
wince;["soare", "guilt", "mened", "wince"]
merge;["soare", "pudic", "verge", "merge"]
madam;["soare", "clint", "midgy", "madam"]
glaze;["soare", "glitz", "glaze"]
below;["soare", "lento", "below"]
burst;["soare", "ticky", "burst"]
valid;["soare", "clint", "powin", "valid"]
tonic;["soare", "culty", "powin", "tonic"]
crimp;["soare", "glint", "copal", "crimp"]
allot;["soare", "cloot", "allot"]
edict;["soare", "denet", "edict"]
bingo;["soare", "clint", "bodge", "bingo"]
twirl;["soare", "fitch", "twirl"]
parka;["soare", "radar", "yomps", "parka"]
verse;["soare", "punty", "verse"]
knoll;["soare", "clint", "powin", "knoll"]
truck;["soare", "glint", "chere", "truck"]
sugar;["soare", "pyric", "sugar"]
wispy;["soare", "hists", "wispy"]
brash;["soare", "chibs", "brash"]
ionic;["soare", "culty", "powin", "ionic"]
scone;["soare", "knelt", "sithe", "scone"]
toast;["soare", "thumb", "toast"]
llama;["soare", "clink", "powin", "llama"]
easel;["soare", "rewet", "easel"]
whack;["soare", "clink", "auloi", "whack"]
kappa;["soare", "clint", "midgy", "kappa"]
sniff;["soare", "thilk", "unrig", "sniff"]
saucy;["soare", "dault", "powin", "saucy"]
night;["soare", "clint", "powin", "night"]
equal;["soare", "canal", "tempi", "equal"]
value;["soare", "gault", "value"]
eaten;["soare", "canal", "sithe", "eaten"]
unset;["soare", "teugh", "powin", "unset"]
range;["soare", "carob", "range"]
spice;["soare", "pling", "octal", "spice"]
mount;["soare", "culty", "bodge", "mount"]
bland;["soare", "clink", "bodge", "bland"]
kayak;["soare", "clint", "midgy", "kayak"]
whisk;["soare", "hists", "whisk"]
honor;["soare", "cyton", "bodge", "honor"]
virus;["soare", "ticky", "virus"]
route;["soare", "fudge", "route"]
sharp;["soare", "kutch", "powin", "sharp"]
testy;["soare", "teugh", "testy"]
amity;["soare", "clint", "auloi", "amity"]
hovel;["soare", "meynt", "lived", "hovel"]
floor;["soare", "cutin", "gloop", "floor"]
shaky;["soare", "thilk", "shaky"]
hover;["soare", "rowth", "yomps", "hover"]
perky;["soare", "direr", "yomps", "perky"]
tepee;["soare", "guilt", "peaze", "tepee"]
livid;["soare", "clint", "muled", "powin", "livid"]
rehab;["soare", "talar", "cebid", "rehab"]
liver;["soare", "direr", "flong", "liver"]
stark;["soare", "kutch", "stark"]
carol;["soare", "baron", "auloi", "carol"]
snort;["soare", "nicht", "snort"]
synod;["soare", "cloot", "synod"]
bawdy;["soare", "clint", "podgy", "bawdy"]
could;["soare", "culty", "could"]
trump;["soare", "glint", "chere", "trump"]
catch;["soare", "clint", "sithe", "catch"]
wedge;["soare", "guilt", "powin", "wedge"]
radii;["soare", "radar", "radii"]
spade;["soare", "thilk", "scarp", "spade"]
wrung;["soare", "glint", "wrung"]
augur;["soare", "radar", "augur"]
macaw;["soare", "clint", "joual", "macaw"]
stein;["soare", "clipt", "stein"]
sigma;["soare", "dault", "sigma"]
skull;["soare", "thilk", "skull"]
roomy;["soare", "cyton", "powin", "roomy"]
exist;["soare", "teugh", "auloi", "exist"]
quirk;["soare", "fitch", "quirk"]
spout;["soare", "cloot", "pheon", "spout"]
fully;["soare", "clint", "badly", "bodge", "fully"]
phony;["soare", "clint", "phony"]
zonal;["soare", "liman", "sithe", "zonal"]
metro;["soare", "regna", "metro"]
faint;["soare", "clint", "spiff", "faint"]
issue;["soare", "geste", "issue"]
giddy;["soare", "clint", "fudgy", "giddy"]
curry;["soare", "fitch", "curry"]
verve;["soare", "pudic", "verge", "verve"]
reuse;["soare", "punty", "reuse"]
light;["soare", "clint", "powin", "light"]
taboo;["soare", "cloot", "taboo"]
lager;["soare", "talar", "bodge", "lager"]
those;["soare", "octal", "those"]
grand;["soare", "clint", "paged", "grand"]
sushi;["soare", "thilk", "sushi"]
moist;["soare", "fubsy", "thumb", "moist"]
denim;["soare", "denet", "denim"]
wacky;["soare", "clint", "joual", "wacky"]
shard;["soare", "kutch", "powin", "shard"]
swell;["soare", "clipt", "howfs", "swell"]
grove;["soare", "pwned", "bight", "grove"]
avoid;["soare", "cloot", "along", "avoid"]
quote;["soare", "clink", "quote"]
banjo;["soare", "cloot", "bodge", "banjo"]
urine;["soare", "pudic", "urine"]
haunt;["soare", "clint", "jihad", "haunt"]
spiel;["soare", "clipt", "spiel"]
pleat;["soare", "canal", "tymps", "pleat"]
flock;["soare", "clint", "bodge", "flock"]
gassy;["soare", "linty", "auloi", "gassy"]
angry;["soare", "march", "powin", "angry"]
axion;["soare", "cloot", "powin", "axion"]
flour;["soare", "cutin", "powin", "flour"]
aloft;["soare", "cloot", "fable", "aloft"]
trial;["soare", "radar", "sains", "trial"]
flora;["soare", "actin", "flora"]
devil;["soare", "denet", "powin", "devil"]
chair;["soare", "clint", "chair"]
dying;["soare", "clint", "bodge", "dying"]
detox;["soare", "lento", "powin", "detox"]
skill;["soare", "thilk", "skill"]
shrew;["soare", "newie", "sithe", "shrew"]
bobby;["soare", "culty", "goody", "bodge", "bobby"]
tense;["soare", "geste", "tense"]
bezel;["soare", "denet", "vocab", "bezel"]
trite;["soare", "pudic", "tribe", "trite"]
occur;["soare", "cutin", "occur"]
upper;["soare", "direr", "butyl", "upper"]
mummy;["soare", "clint", "pudgy", "peaze", "mummy"]
liken;["soare", "denet", "liven", "liken"]
gloss;["soare", "along", "gloss"]
fetid;["soare", "denet", "powin", "fetid"]
elder;["soare", "direr", "along", "elder"]
chain;["soare", "clink", "chain"]
nasal;["soare", "linty", "nasal"]
frame;["soare", "diact", "grave", "bodge", "frame"]
plied;["soare", "denet", "powin", "plied"]
gooey;["soare", "meynt", "bodge", "gooey"]
brain;["soare", "clint", "bodge", "brain"]
quark;["soare", "dhuti", "quark"]
gayer;["soare", "talar", "pigmy", "gayer"]
humor;["soare", "cutin", "rifer", "humor"]
pause;["soare", "thump", "pause"]
aphid;["soare", "clint", "fauld", "aphid"]
tryst;["soare", "ticky", "tryst"]
burly;["soare", "glint", "cried", "burly"]
fault;["soare", "clint", "afald", "fault"]
latch;["soare", "clint", "latch"]
filer;["soare", "direr", "fling", "filer"]
beret;["soare", "direr", "bodge", "beret"]
novel;["soare", "meynt", "vowel", "novel"]
noise;["soare", "pilum", "noise"]
midge;["soare", "guilt", "bodge", "midge"]
brace;["soare", "diact", "bodge", "brace"]
power;["soare", "rowth", "plack", "power"]
ulcer;["soare", "direr", "butyl", "ulcer"]
gland;["soare", "clink", "bodge", "gland"]
elope;["soare", "plink", "elope"]
ultra;["soare", "march", "powin", "ultra"]
waxen;["soare", "canal", "sithe", "waxen"]
dealt;["soare", "depth", "dealt"]
foggy;["soare", "culty", "goody", "foggy"]
robin;["soare", "cyton", "robin"]
stoic;["soare", "cloot", "powin", "stoic"]
buddy;["soare", "clint", "pudgy", "bodge", "buddy"]
flout;["soare", "clint", "flout"]
sling;["soare", "thilk", "powin", "sling"]
carry;["soare", "march", "carry"]
wight;["soare", "clint", "thumb", "powin", "wight"]
sneak;["soare", "knelt", "sneak"]
allay;["soare", "clint", "auloi", "allay"]
rumor;["soare", "cutin", "rifer", "rumor"]
opera;["soare", "opera"]
brick;["soare", "glint", "copal", "brick"]
retry;["soare", "feted", "retry"]
cynic;["soare", "clint", "powin", "cynic"]
agora;["soare", "actin", "agora"]
cinch;["soare", "clint", "powin", "cinch"]
jerky;["soare", "direr", "yomps", "jerky"]
aroma;["soare", "baron", "auloi", "aroma"]
thump;["soare", "clint", "powin", "thump"]
libel;["soare", "denet", "lupus", "libel"]
holly;["soare", "culty", "dight", "holly"]
motto;["soare", "culty", "thumb", "motto"]
scion;["soare", "cloot", "scion"]
pubic;["soare", "clint", "powin", "pubic"]
stomp;["soare", "cloot", "powin", "stomp"]
decal;["soare", "canal", "bodge", "decal"]
grass;["soare", "chibs", "grass"]
caulk;["soare", "clint", "auloi", "caulk"]
thigh;["soare", "clint", "thigh"]
upset;["soare", "uneth", "upset"]
quart;["soare", "dhuti", "quart"]
shake;["soare", "thilk", "shake"]
tonga;["soare", "liman", "tonga"]
flare;["soare", "fable", "flare"]
raven;["soare", "talar", "yomps", "raven"]
blitz;["soare", "clint", "blitz"]
louse;["soare", "pilum", "louse"]
candy;["soare", "clint", "candy"]
chord;["soare", "nifty", "chord"]
coyly;["soare", "culty", "coyly"]
waltz;["soare", "clint", "totty", "waltz"]
basin;["soare", "linty", "basin"]
plead;["soare", "canal", "tymps", "plead"]
wound;["soare", "culty", "bumph", "powin", "wound"]
gnash;["soare", "chals", "powin", "gnash"]
march;["soare", "radar", "powin", "march"]
pupal;["soare", "clint", "dampy", "pupal"]
dodge;["soare", "guile", "dodge"]
flaky;["soare", "clink", "flaky"]
youth;["soare", "culty", "youth"]
bluff;["soare", "clint", "thumb", "bluff"]
white;["soare", "guilt", "chere", "white"]
rhyme;["soare", "pudic", "verge", "rhyme"]
crowd;["soare", "cutin", "kutch", "crowd"]
cramp;["soare", "clint", "peaze", "cramp"]
swill;["soare", "thilk", "powin", "swill"]
aptly;["soare", "clint", "totty", "aptly"]
arbor;["soare", "baron", "sithe", "arbor"]
gulch;["soare", "clint", "yomps", "gulch"]
munch;["soare", "clint", "blimp", "munch"]
tacit;["soare", "clint", "tacit"]
piney;["soare", "denet", "powin", "piney"]
vault;["soare", "clint", "afald", "vault"]
other;["soare", "trued", "sithe", "other"]
bulky;["soare", "clint", "badly", "bulky"]
thorn;["soare", "nifty", "thorn"]
buggy;["soare", "clint", "dumpy", "bodge", "buggy"]
fizzy;["soare", "clint", "fudgy", "fizzy"]
trove;["soare", "pwned", "bight", "trove"]
bloke;["soare", "pling", "bodge", "bloke"]
gayly;["soare", "clint", "dampy", "gayly"]
grain;["soare", "clint", "bodge", "grain"]
exert;["soare", "feted", "exert"]
surge;["soare", "peaze", "surge"]
godly;["soare", "culty", "blown", "godly"]
etude;["soare", "guilt", "bodge", "etude"]
horse;["soare", "rathe", "horse"]
musky;["soare", "hists", "bodge", "musky"]
alien;["soare", "canal", "alien"]
smear;["soare", "pawns", "sithe", "smear"]
inept;["soare", "denet", "powin", "inept"]
stain;["soare", "thilk", "powin", "stain"]
circa;["soare", "radar", "circa"]
dully;["soare", "clint", "badly", "dully"]
gleam;["soare", "canal", "tymps", "gleam"]
aloud;["soare", "cloot", "powin", "aloud"]
threw;["soare", "direr", "bodge", "threw"]
photo;["soare", "clint", "paged", "photo"]
belle;["soare", "guilt", "auloi", "belle"]
vivid;["soare", "clint", "fudgy", "vivid"]
salvo;["soare", "auloi", "salvo"]
crush;["soare", "ticky", "crush"]
unfit;["soare", "clint", "powin", "unfit"]
dally;["soare", "clint", "dampy", "dally"]
eking;["soare", "denet", "guyse", "eking"]
paddy;["soare", "clint", "midgy", "powin", "paddy"]
dream;["soare", "talar", "cebid", "dream"]
spill;["soare", "thilk", "powin", "spill"]
bless;["soare", "uneth", "bless"]
bravo;["soare", "bravo"]
stale;["soare", "thilk", "stale"]
fruit;["soare", "glint", "fruit"]
